seed,run_id,interval,metric_name,value
42,1,12,routing_noise_proposed,-0.016933
42,1,12,routing_noise_bayesian,0.002293
42,1,12,routing_noise_static,0.0
42,1,13,accuracy_proposed,86.0
42,1,13,accuracy_bayesian,84.0
42,1,13,accuracy_static,86.0
42,1,13,precision_proposed,0.0
42,1,13,precision_bayesian,45.45
42,1,13,precision_static,0.0
42,1,13,recall_proposed,0.0
42,1,13,recall_bayesian,71.43
42,1,13,recall_static,0.0
42,1,13,f1_proposed,0.0
42,1,13,f1_bayesian,55.56
42,1,13,f1_static,0.0
42,1,13,tp_proposed,0.0
42,1,13,tp_bayesian,5.0
42,1,13,tp_static,0.0
42,1,13,tn_proposed,43.0
42,1,13,tn_bayesian,37.0
42,1,13,tn_static,43.0
42,1,13,fp_proposed,0.0
42,1,13,fp_bayesian,6.0
42,1,13,fp_static,0.0
42,1,13,fn_proposed,7.0
42,1,13,fn_bayesian,2.0
42,1,13,fn_static,7.0
42,1,13,pdr_proposed,86.0
42,1,13,pdr_bayesian,89.8
42,1,13,pdr_static,89.58
42,1,13,energy_proposed,64.7
42,1,13,energy_bayesian,64.86
42,1,13,energy_static,66.59
42,1,13,trust_mean_proposed,0.8417
42,1,13,trust_std_proposed,0.0434
42,1,13,trust_min_proposed,0.6462
42,1,13,trust_max_proposed,0.8704
42,1,13,blockchain_commit_latency_ms,1496.0308
42,1,13,blockchain_failed_commits,0.0
42,1,13,blockchain_commit_success_rate,1.0
42,1,13,packet_count_proposed,1.247722
42,1,13,packet_count_bayesian,1.264176
42,1,13,packet_count_static,1.243191
42,1,13,compute_cost_proposed,1.12
42,1,13,compute_cost_bayesian,1.1
42,1,13,compute_cost_static,0.95
42,1,13,communication_distance_proposed,515.258892
42,1,13,communication_distance_bayesian,488.153529
42,1,13,communication_distance_static,484.124781
42,1,13,routing_load_proposed,0.55
42,1,13,routing_load_bayesian,0.495
42,1,13,routing_load_static,0.55
42,1,13,routing_distance_proposed,0.0
42,1,13,routing_distance_bayesian,563.415804
42,1,13,routing_distance_static,0.0
42,1,13,routing_noise_proposed,0.0
42,1,13,routing_noise_bayesian,0.001523
42,1,13,routing_noise_static,0.0
42,1,14,accuracy_proposed,88.0
42,1,14,accuracy_bayesian,82.0
42,1,14,accuracy_static,86.0
42,1,14,precision_proposed,100.0
42,1,14,precision_bayesian,41.67
42,1,14,precision_static,0.0
42,1,14,recall_proposed,14.29
42,1,14,recall_bayesian,71.43
42,1,14,recall_static,0.0
42,1,14,f1_proposed,25.0
42,1,14,f1_bayesian,52.63
42,1,14,f1_static,0.0
42,1,14,tp_proposed,1.0
42,1,14,tp_bayesian,5.0
42,1,14,tp_static,0.0
42,1,14,tn_proposed,43.0
42,1,14,tn_bayesian,36.0
42,1,14,tn_static,43.0
42,1,14,fp_proposed,0.0
42,1,14,fp_bayesian,7.0
42,1,14,fp_static,0.0
42,1,14,fn_proposed,6.0
42,1,14,fn_bayesian,2.0
42,1,14,fn_static,7.0
42,1,14,pdr_proposed,95.74
42,1,14,pdr_bayesian,89.8
42,1,14,pdr_static,93.88
42,1,14,energy_proposed,62.01
42,1,14,energy_bayesian,62.19
42,1,14,energy_static,63.97
42,1,14,trust_mean_proposed,0.8398
42,1,14,trust_std_proposed,0.0451
42,1,14,trust_min_proposed,0.6318
42,1,14,trust_max_proposed,0.869
42,1,14,blockchain_commit_latency_ms,1500.2945
42,1,14,blockchain_failed_commits,0.0
